name,latitude,longitude,category,description,place_id,price_egp
مقر اكسلوسيف,29.9690249,31.3348687,cultural,"مقر اكسلوسيف is a cultural institution in Egypt that preserves and presents aspects of Egyptian heritage, history, and artistic traditions for visitors and researchers alike.",336,
Hnaton Carpet School,29.8633751,31.2327498,other,"Hnaton Carpet School is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",337,
شارع الهرم اختصار,30.0036367,31.1857381,other,"شارع الهرم اختصار is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",342,
اولكر,30.1088902,31.1994124,cultural,"اولكر is a cultural institution in Egypt that preserves and presents aspects of Egyptian heritage, history, and artistic traditions for visitors and researchers alike.",343,
مسجد رامو,29.9820436,30.979335,other,مسجد رامو is a mosque serving the local Muslim community and representing Egypt's Islamic architectural heritage. Egypt's mosques range from medieval masterpieces to modern places of worship.,344,
شغل,30.0000793,31.2648544,cultural,"شغل is a cultural institution in Egypt that preserves and presents aspects of Egyptian heritage, history, and artistic traditions for visitors and researchers alike.",345,
Dok Dok Boating,30.0367696,31.2289963,other,"Dok Dok Boating is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",348,
Sharia al Muizz Li Din Allah,30.0467278,31.2600713,other,"Sharia al Muizz Li Din Allah is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",349,
مصور احمد سامي,30.0383492,31.1964311,cultural,"مصور احمد سامي is a cultural institution in Egypt that preserves and presents aspects of Egyptian heritage, history, and artistic traditions for visitors and researchers alike.",350,
سيدنا الحسين,30.0465867,31.2614212,cultural,"سيدنا الحسين is a cultural institution in Egypt that preserves and presents aspects of Egyptian heritage, history, and artistic traditions for visitors and researchers alike.",351,
السيدة نفيسه,30.019316,31.2510038,cultural,"السيدة نفيسه is a cultural institution in Egypt that preserves and presents aspects of Egyptian heritage, history, and artistic traditions for visitors and researchers alike.",352,
EGY hawamdya,29.8901274,31.2720231,other,"EGY hawamdya is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",365,
Houra Mht,29.9993741,31.1510642,other,"Houra Mht is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",371,
Masjid AlPasha,30.0211054,31.2252474,other,"Masjid AlPasha is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",373,
ashraf,30.1294985,31.2741646,other,"ashraf is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",377,
new home,30.0041448,31.0488784,other,"new home is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",382,
Zamalek tree,30.0466497,31.2250489,other,"Zamalek tree is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",387,
32 ريينا أب تاون كايرو د/وائل حبيب,30.024972,31.3133971,other,"32 ريينا أب تاون كايرو د/وائل حبيب is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",389,
Anubieion,29.8751644,31.2230149,other,"Anubieion is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",393,
nasr city h,30.0459416,31.3275669,other,"nasr city h is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",398,
apartamento,30.1406644,31.3609787,other,"apartamento is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",399,
apartamento verdadero,30.1390253,31.3617387,other,"apartamento verdadero is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",400,
منزل عبدالباسط محمود حسن,30.1464667,31.2324835,other,"منزل عبدالباسط محمود حسن is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",401,
Bubasteion,29.8735271,31.2239814,historical,Bubasteion is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,402,
Tomb of Meresankh III,29.9778003,31.1377395,other,Tomb of Meresankh III is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,410,
Shahbor Studio,29.97128,31.1425487,other,"Shahbor Studio is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",414,
منزل ابو دعاء المصري,30.0093403,31.3381087,other,"منزل ابو دعاء المصري is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",416,
Photo point of Pyramids,29.974455,31.1239021,other,Photo point of Pyramids is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,418,
Panorama point II.,29.9664651,31.1279181,other,"Panorama point II. is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",419,
Anubis Kingdom Pyramids Hotel,29.9738329,31.1408581,other,Anubis Kingdom Pyramids Hotel is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,420,
Pyramids View apartment,29.9739005,31.1421593,other,Pyramids View apartment is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,423,
Al Masar Art Gallery,30.0594759,31.2242203,cultural,"Al Masar Art Gallery is a cultural institution in Egypt that preserves and presents aspects of Egyptian heritage, history, and artistic traditions for visitors and researchers alike.",431,
Pyramids Power Inn,29.9724605,31.1429041,other,Pyramids Power Inn is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,432,
تويوتا AMG,29.9846213,31.3573363,cultural,"تويوتا AMG is a cultural institution in Egypt that preserves and presents aspects of Egyptian heritage, history, and artistic traditions for visitors and researchers alike.",433,
